id	sentences	words	word_types	verbal_phrases	ttr1	ttr2
149	20	163	67	0	3.7107867966654657	27.539877300613497
150	24	126	76	1	4.787549991450211	45.84126984126984
151	7	83	54	4	4.191212838814197	35.13253012048193
152	11	78	29	0	2.3218582301737634	10.782051282051283
153	28	166	66	2	3.6222205796597815	26.240963855421686
154	33	164	97	2	5.355929014630057	57.3719512195122
155	28	205	103	0	5.0868074227453866	51.75121951219512
156	29	129	78	2	4.856067889644585	47.16279069767442
157	29	209	129	3	6.309596245774289	79.622009569378
158	26	159	94	1	5.271258248465217	55.57232704402516
159	36	192	107	6	5.460320884954168	59.630208333333336
160	21	104	55	0	3.8135638490484505	29.08653846153846
161	30	164	78	4	4.306829516919015	37.09756097560975
162	29	214	132	3	6.380460827701379	81.42056074766356
163	22	112	80	3	5.3452248382484875	57.142857142857146
164	9	99	59	1	4.192947421660339	35.16161616161616
165	30	164	116	1	6.405028512341099	82.04878048780488
166	33	229	150	8	7.009039702739966	98.2532751091703
167	20	111	66	0	4.429629964412561	39.24324324324324
168	16	176	98	1	5.223417550712456	54.56818181818182
169	10	71	53	1	4.447661198972452	39.563380281690144
170	21	113	65	1	4.323735684045306	37.389380530973455
171	5	94	46	1	3.354894804451575	22.51063829787234
172	6	80	52	1	4.110960958218893	33.8
173	12	95	63	4	4.570500375693074	41.77894736842105
174	25	155	109	4	6.190783993293007	76.65161290322581
175	20	129	93	3	5.78992709919162	67.04651162790698
176	21	152	98	7	5.620685479828762	63.18421052631579
177	23	104	71	2	4.922964241498908	48.47115384615385
178	20	140	90	3	5.378528742004772	57.857142857142854
179	23	112	71	2	4.7438870439455325	45.00892857142857
180	30	157	80	4	4.514661183864803	40.76433121019108
181	29	211	118	0	5.744150125432578	65.99052132701422
182	17	101	46	3	3.2365487057593425	20.95049504950495
183	26	168	92	7	5.019011475427825	50.38095238095238
184	16	136	66	6	4.001837813099494	32.029411764705884
185	28	145	71	3	4.169263558554395	34.765517241379314
186	22	134	60	1	3.6650833306891566	26.865671641791046
187	3	43	32	0	3.450648742510029	23.813953488372093
188	23	144	81	4	4.772970773009196	45.5625
189	20	53	40	2	3.8851434494290564	30.18867924528302
190	23	139	84	2	5.037985208794164	50.76258992805755
191	16	85	50	3	3.834824944236852	29.41176470588235
192	39	203	98	0	4.863658336457558	47.310344827586206
193	29	148	86	2	4.998648465984229	49.972972972972975
194	34	215	141	3	6.799623792602811	92.46976744186047
195	9	47	38	1	3.9194007357834146	30.72340425531915
196	28	140	73	2	4.362584424070537	38.06428571428572
197	25	177	114	2	6.059031639361167	73.42372881355932
198	23	190	106	2	5.437685266051317	59.136842105263156
199	39	306	149	8	6.022968021735602	72.55228758169935
200	27	138	59	4	3.5513826660301913	25.22463768115942
201	27	163	116	1	6.424645797211851	82.5521472392638
202	28	131	83	1	5.127757124686288	52.587786259541986
203	27	132	75	8	4.615930911724977	42.61363636363637
204	33	147	79	4	4.607373563806454	42.45578231292517
205	47	243	172	6	7.802078439976049	121.7448559670782
206	25	150	95	1	5.484827557301444	60.166666666666664
207	25	95	56	1	4.062667000616066	33.01052631578948
208	10	64	30	0	2.651650429449553	14.0625
209	8	63	46	0	4.09800570932384	33.58730158730159
210	26	166	98	1	5.378448739494827	57.855421686746986
211	12	51	34	2	3.366501646120693	22.666666666666668
212	20	95	48	0	3.482286000528056	24.25263157894737
213	20	97	55	2	3.9487698723975595	31.185567010309278
214	14	132	95	4	5.846845821518304	68.37121212121212
215	28	286	152	1	6.35543927605389	80.78321678321679
216	20	159	88	3	4.93479495600999	48.704402515723274
217	39	191	114	4	5.83274741510182	68.04188481675392
218	26	126	95	5	5.984437489312764	71.62698412698413
219	23	166	94	4	5.158920219515446	53.2289156626506
220	40	198	136	2	6.834257143762642	93.41414141414141
221	19	82	53	1	4.13860469004806	34.25609756097561
222	28	203	126	0	6.25327500401686	78.20689655172414
223	14	185	103	4	5.354715022573375	57.34594594594594
224	20	147	70	2	4.0824829046386295	33.333333333333336
225	43	200	118	5	5.9	69.62
226	19	110	51	2	3.438419298562535	23.645454545454545
227	27	149	79	3	4.576347126271589	41.88590604026846
228	11	147	80	1	4.665694748158434	43.53741496598639
229	24	104	63	2	4.36826404527368	38.16346153846154
230	31	170	84	4	4.55553961419178	41.50588235294118
231	23	102	68	0	4.760952285695233	45.333333333333336
232	37	222	147	4	6.976311268780868	97.33783783783784
233	9	116	99	0	6.4996684265562665	84.49137931034483
234	32	143	74	2	4.375711730319211	38.29370629370629
235	19	89	55	0	4.122424289477237	33.98876404494382
236	10	79	59	3	4.693787976636807	44.063291139240505
237	18	136	85	1	5.153882032022076	53.125
238	13	124	69	1	4.381504381506573	38.395161290322584
239	21	154	54	3	3.0769355644102245	18.935064935064936
240	19	104	70	2	4.853626716970755	47.11538461538461
241	12	96	63	2	4.546633369868303	41.34375
242	31	177	95	4	5.049193032800972	50.98870056497175
243	34	189	92	6	4.731969398837485	44.783068783068785
244	15	119	70	5	4.5374260648651505	41.1764705882353
245	7	53	33	3	3.2052433457789715	20.547169811320753
246	44	243	159	3	7.21238646486158	104.03703703703704
247	28	144	89	2	5.244375293800228	55.00694444444444
248	41	172	82	1	4.421143701340975	39.093023255813954
249	23	159	79	1	4.43010001732715	39.25157232704402
250	24	117	75	4	4.9029033784546	48.07692307692308
251	27	177	113	5	6.005882239015893	72.14124293785311
252	26	157	80	4	4.514661183864803	40.76433121019108
253	14	91	48	2	3.5579967199732856	25.318681318681318
254	32	213	126	7	6.104719947205016	74.53521126760563
255	23	116	86	3	5.64617661296807	63.758620689655174
256	15	110	77	1	5.191338940966964	53.9
257	20	163	84	3	4.652329715222375	43.28834355828221
258	26	184	104	1	5.421374765483944	58.78260869565217
259	27	175	101	4	5.398677086630972	58.29142857142857
260	29	110	66	4	4.449719092257398	39.6
261	30	177	77	6	4.092503826586051	33.49717514124294
262	12	79	50	1	3.97778642087865	31.645569620253166
263	30	241	130	3	5.9213377427656	70.12448132780084
264	18	138	74	6	4.45427656417346	39.68115942028985
265	36	155	131	3	7.440300028636549	110.71612903225807
266	25	152	91	3	5.219207945555279	54.48026315789474
267	23	187	123	2	6.360178586938736	80.90374331550802
268	17	90	57	1	4.2485291572496005	36.1
269	21	164	97	7	5.355929014630057	57.3719512195122
270	26	137	69	6	4.168442443978221	34.75182481751825
271	20	90	58	2	4.323064756499593	37.37777777777778
272	39	216	125	1	6.014065304058602	72.33796296296296
273	11	128	74	2	4.625	42.78125
274	27	159	97	1	5.43948989469283	59.17610062893082
275	27	174	98	3	5.253351420705195	55.195402298850574
276	17	94	60	0	4.375949744936837	38.297872340425535
277	24	159	106	4	5.94418483337567	70.66666666666667
278	22	113	74	4	4.922406778759271	48.46017699115044
279	34	177	99	1	5.2617906341820655	55.3728813559322
280	34	178	104	1	5.511988976033073	60.764044943820224
281	16	98	40	0	2.857142857142857	16.3265306122449
282	20	126	80	1	5.039526306789696	50.79365079365079
283	11	76	49	3	3.9744248177036825	31.592105263157894
284	15	108	64	2	4.354648431614539	37.925925925925924
285	29	229	146	7	6.822131977333568	93.08296943231441
286	4	30	23	0	2.969287232092353	17.633333333333333
287	32	234	136	4	6.28660222388593	79.04273504273505
288	26	118	66	1	4.296234062367188	36.91525423728814
289	21	153	95	3	5.43078852951278	58.98692810457516
290	29	173	131	3	7.042603630473161	99.19653179190752
291	32	181	121	1	6.359618807854405	80.88950276243094
292	37	229	156	4	7.289401290849566	106.2707423580786
293	17	81	42	1	3.2998316455372216	21.77777777777778
294	26	158	93	6	5.231658739306011	54.74050632911393
295	25	139	84	3	5.037985208794164	50.76258992805755
296	23	159	84	1	4.710486094373172	44.37735849056604
297	28	191	119	1	6.088569670150145	74.1413612565445
298	26	124	56	1	3.556003556005334	25.29032258064516
299	21	112	46	0	3.0735042819928804	18.892857142857142
300	38	201	131	8	6.5336861515049955	85.37810945273633
301	29	145	96	2	5.637314107341153	63.55862068965517
302	46	251	146	1	6.516298903090796	84.92430278884463
303	28	189	97	4	4.9891416487743045	49.783068783068785
304	26	255	108	3	4.782320381916515	45.741176470588236
305	23	198	97	1	4.874433404007179	47.52020202020202
306	31	152	92	11	5.27656187902292	55.68421052631579
307	27	139	82	6	4.918033180013351	48.37410071942446
308	2	38	27	2	3.0971124072525837	19.18421052631579
309	17	159	99	6	5.551644325511239	61.64150943396226
310	18	155	96	0	5.452433608771822	59.458064516129035
311	27	119	77	3	4.991168671351666	49.8235294117647
312	20	92	43	4	3.1700020573302883	20.097826086956523
314	21	144	97	3	5.71577981459126	65.34027777777777
315	23	183	113	1	5.906604620429278	69.77595628415301
316	29	221	122	5	5.802948228684827	67.34841628959276
317	33	206	109	1	5.370044565995398	57.6747572815534
318	21	156	76	6	4.302652729749464	37.02564102564103
319	30	160	98	3	5.4783665448744845	60.025
320	12	142	96	2	5.696551959330495	64.90140845070422
321	30	242	156	2	7.090909090909091	100.56198347107438
322	16	127	68	4	4.266699474939478	36.40944881889764
323	27	143	69	1	4.08005553232467	33.29370629370629
324	20	127	80	2	5.019646441105269	50.39370078740158
325	18	119	70	1	4.5374260648651505	41.1764705882353
326	41	274	156	3	6.663989730190735	88.81751824817518
327	27	152	58	0	3.3265281411231453	22.13157894736842
328	30	131	87	0	5.374877949972374	57.778625954198475
329	18	124	52	2	3.302003302004953	21.806451612903224
330	36	273	127	3	5.435098254888594	59.08058608058608
331	35	148	102	3	5.928629575934783	70.29729729729729
332	20	124	89	3	5.651505651508478	63.87903225806452
333	31	170	95	3	5.152098373193084	53.088235294117645
334	45	272	150	5	6.431196942844081	82.72058823529412
335	16	118	70	4	4.556611884328835	41.52542372881356
336	36	226	145	4	6.82022629578108	93.03097345132744
337	24	131	96	1	5.930899806866068	70.35114503816794
338	9	77	41	2	3.303874152504059	21.83116883116883
339	24	202	116	3	5.771215703217937	66.61386138613861
340	29	143	97	3	5.735730241094101	65.7972027972028
341	15	93	63	2	4.619384123172629	42.67741935483871
342	27	202	108	0	5.3732008271339415	57.742574257425744
343	26	160	88	0	4.919349550499537	48.4
345	18	191	118	3	6.03740521914048	72.90052356020942
346	32	260	163	1	7.148022857352289	102.18846153846154
347	12	97	52	1	3.733382424812238	27.876288659793815
348	15	114	65	2	4.304730160461392	37.06140350877193
349	15	97	73	3	5.241094557909488	54.93814432989691
350	27	141	56	2	3.3347514713823165	22.24113475177305
351	33	146	86	0	5.032769329433615	50.657534246575345
352	11	87	45	1	3.411441196105065	23.275862068965516
353	10	44	19	2	2.025406805378299	8.204545454545455
354	20	123	63	1	4.016733292299031	32.26829268292683
355	13	59	31	1	2.8537813154848024	16.28813559322034
356	22	112	89	1	5.9465626325514425	70.72321428571429
357	16	111	71	2	4.7652079920195725	45.414414414414416
358	8	79	53	1	4.216453606131369	35.55696202531646
359	1	3	3	0	1.2247448713915892	3.0
360	11	73	56	1	4.63459297617326	42.95890410958904
361	45	206	115	2	5.665643349444686	64.19902912621359
362	28	195	118	2	5.975162265793633	71.40512820512821
363	10	101	73	2	5.136262076531131	52.76237623762376
364	32	232	139	1	6.452913001652552	83.28017241379311
365	28	211	120	4	5.841508602134826	68.24644549763033
366	24	122	79	3	5.057456757349391	51.15573770491803
367	17	131	77	2	4.757075886757159	45.25954198473283
368	20	128	71	3	4.4375	39.3828125
369	18	97	58	3	4.164157319982881	34.68041237113402
370	33	245	155	4	7.002186247515698	98.06122448979592
371	24	112	61	0	4.075733939164472	33.223214285714285
372	33	217	111	4	5.328170504184245	56.77880184331797
373	19	127	81	0	5.082392021619084	51.661417322834644
374	9	150	106	4	6.119912853410033	74.90666666666667
375	5	51	28	2	2.7724131203346882	15.372549019607844
376	17	215	100	3	4.822428221704121	46.51162790697674
377	30	196	146	5	7.374113575231139	108.75510204081633
378	31	173	111	2	5.967396969332221	71.21965317919076
379	28	161	87	1	4.848320449405569	47.01242236024845
380	19	123	89	2	5.674432746263711	64.39837398373983
381	36	181	106	2	5.5712363110129495	62.07734806629834
382	22	97	58	1	4.164157319982881	34.68041237113402
383	30	183	102	3	5.33162540959103	56.85245901639344
384	15	90	56	1	4.173993557999607	34.84444444444444
385	37	291	168	1	6.963824047233298	96.98969072164948
386	24	138	73	1	4.394083637630576	38.61594202898551
387	19	139	90	2	5.397841295136605	58.273381294964025
388	18	98	67	3	4.785714285714286	45.80612244897959
389	20	114	78	3	5.165676192553671	53.36842105263158
390	22	134	75	3	4.581354163361445	41.97761194029851
391	33	189	113	7	5.812092848572129	67.56084656084656
392	28	125	64	0	4.047715405015525	32.768
393	24	124	79	3	5.016505016507525	50.33064516129032
394	13	49	31	0	3.1314728881118534	19.612244897959183
395	10	69	50	3	4.256282653793743	36.231884057971016
396	13	129	57	1	3.548664996278735	25.186046511627907
397	36	233	157	3	7.272884557409648	105.78969957081546
398	20	169	125	9	6.799103665255265	92.45562130177515
399	20	167	90	2	4.9245808964812445	48.50299401197605
400	22	137	84	0	5.074625583973487	51.503649635036496
401	8	54	42	3	4.041451884327381	32.666666666666664
402	21	139	70	1	4.19832100732847	35.25179856115108
403	32	171	74	2	4.001461721225476	32.0233918128655
404	19	153	97	3	5.545120919607786	61.49673202614379
405	37	284	133	1	5.580556032672982	62.28521126760563
406	13	161	89	2	4.95977609192064	49.19875776397515
407	29	121	57	3	3.6640987752393825	26.85123966942149
408	16	118	58	1	3.7754784184438925	28.508474576271187
409	17	161	62	2	3.4551249179671872	23.875776397515526
410	16	121	81	6	5.206877206919123	54.22314049586777
411	28	233	147	2	6.809643502797568	92.74248927038627
412	33	167	106	4	5.800061944744577	67.2814371257485
413	23	162	98	4	5.444444444444445	59.28395061728395
414	23	130	60	3	3.721042037676254	27.692307692307693
415	24	111	68	2	4.563861175455365	41.65765765765766
416	14	47	34	2	3.5068322372798972	24.595744680851062
417	10	97	64	4	4.594932215153524	42.22680412371134
418	34	266	135	4	5.85299229428781	68.51503759398496
419	20	87	38	2	2.8807725655998326	16.597701149425287
420	17	98	64	1	4.571428571428571	41.795918367346935
421	11	73	40	3	3.310423554409472	21.91780821917808
422	12	101	72	4	5.065902322058101	51.32673267326733
423	29	192	88	1	4.4907311951024935	40.333333333333336
424	31	213	116	0	5.620218364093507	63.17370892018779
425	24	153	82	6	4.687627993895242	43.947712418300654
426	22	177	97	2	5.155491833491519	53.15819209039548
427	37	203	125	1	6.203645837318314	76.9704433497537
428	11	127	67	4	4.203953894425662	35.346456692913385
429	31	136	79	1	4.790078594467576	45.88970588235294
430	43	222	117	7	5.55257427515212	61.66216216216216
431	29	215	115	2	5.54579245495974	61.51162790697674
432	26	132	82	1	5.046751130152642	50.93939393939394
433	35	186	117	3	6.0661674141729875	73.59677419354838
434	12	109	72	2	4.876455322645894	47.559633027522935
435	32	213	142	4	6.8799224801834304	94.66666666666667
436	24	174	86	2	4.610083899802517	42.50574712643678
437	25	126	63	2	3.9686269665968856	31.5
438	25	107	52	4	3.554646820528249	25.27102803738318
439	16	157	87	1	4.909694037452973	48.210191082802545
440	17	95	46	2	3.337190750506054	22.273684210526316
441	25	153	87	1	4.973458969132756	49.470588235294116
442	24	196	83	1	4.192133059891675	35.14795918367347
443	8	111	60	2	4.026936331284146	32.432432432432435
444	19	190	108	2	5.540283101259832	61.38947368421053
445	12	62	31	0	2.783882181415011	15.5
446	24	207	125	1	6.143414839787381	75.48309178743962
447	36	257	141	4	6.219243388616356	77.3579766536965
448	22	196	138	1	6.970052557410254	97.16326530612245
449	1	11	8	0	1.7056057308448833	5.818181818181818
450	17	94	42	1	3.0631648214557856	18.76595744680851
451	25	114	71	6	4.702089867580906	44.219298245614034
452	10	79	31	0	2.466227580944763	12.164556962025317
453	34	175	79	3	4.222727622216305	35.66285714285714
454	27	146	85	2	4.974248755835549	49.486301369863014
455	3	31	29	1	3.6830036830055244	27.129032258064516
456	14	135	76	1	4.625212707821403	42.785185185185185
457	31	186	123	2	6.377252922592115	81.33870967741936
458	15	105	60	3	4.140393356054125	34.285714285714285
459	13	105	77	5	5.313504806936128	56.46666666666667
460	34	178	104	3	5.511988976033073	60.764044943820224
461	31	113	68	2	4.523292715616627	40.92035398230089
462	18	145	103	3	6.048368261001445	73.1655172413793
463	29	162	120	2	6.666666666666667	88.88888888888889
464	15	102	44	0	3.0806161848616216	18.980392156862745
465	24	129	83	2	5.16735429282693	53.4031007751938
466	19	133	89	3	5.456940121416196	59.556390977443606
467	21	134	78	2	4.764608329895903	45.40298507462686
468	9	73	53	1	4.38631120959255	38.47945205479452
469	23	177	124	4	6.5905256428139	86.87005649717514
470	19	173	83	0	4.462107643734904	39.820809248554916
471	27	105	54	1	3.726354020448713	27.771428571428572
472	30	228	134	1	6.27512493759735	78.75438596491227
473	16	89	57	2	4.27233062727641	36.50561797752809
474	11	41	29	1	3.2025142561705495	20.51219512195122
475	25	187	120	2	6.20505227994023	77.00534759358288
476	19	131	73	3	4.509955061471072	40.6793893129771
477	10	82	52	2	4.060517809103758	32.97560975609756
478	22	142	90	3	5.34051746187234	57.04225352112676
479	32	176	119	1	6.34272131157941	80.46022727272727
480	20	124	56	1	3.556003556005334	25.29032258064516
481	27	236	125	5	5.753591361864522	66.20762711864407
482	31	151	91	2	5.236461572600768	54.841059602649004
483	14	147	79	2	4.607373563806454	42.45578231292517
484	13	82	57	1	4.450952213825273	39.6219512195122
485	35	174	90	3	4.824506406770077	46.55172413793103
486	27	179	96	2	5.073757656784223	51.486033519553075
487	17	100	56	3	3.959797974644666	31.36
488	24	122	69	0	4.4172723576849116	39.02459016393443
489	30	217	145	5	6.96022273069113	96.88940092165899
490	39	205	109	1	5.383126301740264	57.95609756097561
491	12	132	72	3	4.431293675255978	39.27272727272727
492	13	112	58	4	3.8752880077301537	30.035714285714285
493	13	109	77	1	5.215098053385192	54.39449541284404
494	33	154	99	4	5.641048534752078	63.642857142857146
495	22	134	80	2	4.8867777742522085	47.76119402985075
496	20	140	82	2	4.900437298271014	48.02857142857143
497	32	200	116	12	5.8	67.28
498	27	247	164	3	7.378708838919899	108.89068825910931
499	37	174	99	5	5.306957047447084	56.327586206896555
500	36	174	111	1	5.9502245683497605	70.8103448275862
501	26	142	86	2	5.103161130233569	52.08450704225352
502	5	53	28	1	2.7196004146003396	14.79245283018868
503	10	80	52	2	4.110960958218893	33.8
504	39	180	107	2	5.63939516063361	63.605555555555554
505	28	154	88	4	5.0142653642240695	50.285714285714285
506	10	77	43	2	3.465038745309135	24.01298701298701
507	49	229	114	4	5.326870174082375	56.751091703056765
508	17	151	114	0	6.55996284919217	86.06622516556291
509	18	172	106	3	5.715136979782236	65.32558139534883
510	21	108	69	1	4.694855340334424	44.083333333333336
511	16	105	61	2	4.209399911988361	35.43809523809524
512	7	105	60	7	4.140393356054125	34.285714285714285
513	26	156	86	3	4.868791246821761	47.41025641025641
514	16	96	66	1	4.763139720814412	45.375
515	15	96	67	2	4.835308504463116	46.760416666666664
516	34	175	99	1	5.291772589866002	56.005714285714284
517	27	123	85	4	5.419402061038375	58.739837398373986
518	20	142	76	0	4.509770301136642	40.67605633802817
519	33	226	123	2	5.785433340559123	66.9424778761062
520	11	100	43	2	3.040559159102154	18.49
521	16	88	42	1	3.165869118066518	20.045454545454547
522	32	173	85	4	4.569628309848998	41.76300578034682
523	24	182	105	1	5.503495392790072	60.57692307692308
524	39	131	80	4	4.942416505721724	48.85496183206107
525	20	133	81	1	4.966428649828224	49.330827067669176
526	15	115	69	1	4.54972526643093	41.4
527	17	96	57	1	4.113620667976083	33.84375
528	10	56	40	0	3.779644730092272	28.571428571428573
529	6	77	59	3	4.754355487749744	45.20779220779221
530	23	184	117	4	6.099046611169437	74.39673913043478
531	33	119	72	5	4.667066809575584	43.563025210084035
532	23	141	77	2	4.585283273150686	42.04964539007092
533	27	183	97	2	5.0702712228463716	51.41530054644809
534	44	372	190	6	6.9657379635142815	97.04301075268818
535	18	108	56	1	3.8103173776627215	29.037037037037038
536	22	129	59	1	3.673179557551673	26.984496124031008
537	21	128	80	1	5.0	50.0
538	16	102	49	4	3.4306862058686236	23.53921568627451
539	9	115	57	0	3.758468698355986	28.252173913043478
540	20	101	51	1	3.5883474781244886	25.752475247524753
541	34	127	81	2	5.082392021619084	51.661417322834644
